2017-01-28_21_51_40,None,1111000000000100110,BAD
2017-01-28_21_53_00,None,1111000000000100111,BAD
2017-01-28_21_54_21,None,1111000000000101000,BAD
2017-01-28_21_55_41,None,1111000000000101001,BAD
2017-01-28_21_57_01,None,1111000000000101010,BAD
2017-01-28_21_58_21,None,1111000000000101011,BAD
2017-01-28_21_59_41,None,1111000000000101100,BAD
2017-01-28_22_01_01,None,1111000000000101101,BAD
2017-01-28_22_02_22,None,1111000000000101110,BAD
2017-01-28_22_03_42,None,1111000000000101111,BAD
2017-01-28_22_05_02,None,1111000000000110000,BAD
2017-01-28_22_06_22,None,1111000000000110001,BAD
2017-01-28_22_07_42,None,1111000000000110010,BAD
2017-01-28_22_09_02,None,1111000000000110011,BAD
2017-01-28_22_10_23,None,1111000000000110100,BAD
2017-01-28_22_11_43,None,1111000000000110101,BAD
2017-01-28_22_13_03,None,1111000000000110110,BAD
2017-01-28_22_14_23,None,1111000000000110111,BAD
2017-01-28_22_15_43,None,1111000000000111000,BAD
2017-01-28_22_17_03,None,1111000000000111001,BAD
2017-01-28_22_18_24,None,1111000000000111010,BAD
2017-01-28_22_19_44,None,1111000000000111011,BAD
2017-01-28_22_21_04,None,1111000000000111100,BAD
2017-01-28_22_22_24,None,1111000000000111101,BAD
2017-01-28_22_23_44,None,1111000000000111110,BAD
2017-01-28_22_25_04,None,1111000000000111111,BAD
2017-01-28_22_26_25,None,1111000000001000000,BAD
2017-01-28_22_27_45,None,1111000000001000001,BAD
2017-01-28_22_29_05,None,1111000000001000010,BAD
2017-01-28_22_30_25,None,1111000000001000011,BAD
2017-01-28_22_31_45,None,1111000000001000100,BAD
2017-01-28_22_33_05,None,1111000000001000101,BAD
2017-01-28_22_34_25,None,1111000000001000110,BAD
2017-01-28_22_35_46,None,1111000000001000111,BAD
2017-01-28_22_37_06,None,1111000000001001000,BAD
2017-01-28_22_38_26,None,1111000000001001001,BAD
2017-01-28_22_39_46,None,1111000000001001010,BAD
2017-01-28_22_41_06,None,1111000000001001011,BAD
2017-01-28_22_42_26,None,1111000000001001100,BAD
2017-01-28_22_43_47,None,1111000000001001101,BAD
2017-01-28_22_45_07,None,1111000000001001110,BAD
2017-01-28_22_46_27,None,1111000000001001111,BAD
2017-01-28_22_47_47,None,1111000000001010000,BAD
2017-01-28_22_49_07,None,1111000000001010001,BAD
2017-01-28_22_50_27,None,1111000000001010010,BAD
2017-01-28_22_51_47,None,1111000000001010011,BAD
2017-01-28_22_53_08,None,1111000000001010100,BAD
2017-01-28_22_54_28,None,1111000000001010101,BAD
2017-01-28_22_55_48,None,1111000000001010110,BAD
2017-01-28_22_57_08,None,1111000000001010111,BAD
2017-01-28_22_58_28,None,1111000000001011000,BAD
2017-01-28_22_59_48,None,1111000000001011001,BAD
2017-01-28_23_01_09,None,1111000000001011010,BAD
2017-01-28_23_02_29,None,1111000000001011011,BAD
2017-01-28_23_03_49,None,1111000000001011100,BAD
2017-01-28_23_05_09,None,1111000000001011101,BAD
2017-01-28_23_06_29,None,1111000000001011110,BAD
2017-01-28_23_07_49,None,1111000000001011111,BAD
2017-01-28_23_09_10,None,1111000000001100000,BAD
2017-01-28_23_10_30,None,1111000000001100001,BAD
2017-01-28_23_11_50,None,1111000000001100010,BAD
2017-01-28_23_13_10,None,1111000000001100011,BAD
2017-01-28_23_14_30,None,1111000000001100100,BAD
2017-01-28_23_15_50,None,1111000000001100101,BAD
2017-01-28_23_17_10,None,1111000000001100110,BAD
2017-01-28_23_18_31,None,1111000000001100111,BAD
2017-01-28_23_19_51,None,1111000000001101000,BAD
2017-01-28_23_21_11,None,1111000000001101001,BAD
2017-01-28_23_22_31,None,1111000000001101010,BAD
2017-01-28_23_23_51,None,1111000000001101011,BAD
2017-01-28_23_25_12,None,1111000000001101100,BAD
2017-01-28_23_26_32,None,1111000000001101101,BAD
2017-01-28_23_27_52,None,1111000000001101110,BAD
2017-01-28_23_29_12,None,1111000000001101111,BAD
2017-01-28_23_30_32,None,1111000000001110000,BAD
2017-01-28_23_31_52,None,1111000000001110001,BAD
2017-01-28_23_33_12,None,1111000000001110010,BAD
2017-01-28_23_34_33,None,1111000000001110011,BAD
2017-01-28_23_35_53,None,1111000000001110100,BAD
2017-01-28_23_37_13,None,1111000000001110101,BAD
2017-01-28_23_38_33,None,1111000000001110110,BAD
2017-01-28_23_39_53,None,1111000000001110111,BAD
2017-01-28_23_41_13,None,1111000000001111000,BAD
2017-01-28_23_42_34,None,1111000000001111001,BAD
2017-01-28_23_43_54,None,1111000000001111010,BAD
2017-01-28_23_45_14,None,1111000000001111011,BAD
2017-01-28_23_46_34,None,1111000000001111100,BAD
2017-01-28_23_47_54,None,1111000000001111101,BAD
2017-01-28_23_49_14,None,1111000000001111110,BAD
2017-01-28_23_50_35,None,1111000000001111111,BAD
2017-01-28_23_51_55,None,1111000000010000000,BAD
2017-01-28_23_53_15,None,1111000000010000001,BAD
2017-01-28_23_54_35,None,1111000000010000010,BAD
2017-01-28_23_55_55,None,1111000000010000011,BAD
2017-01-28_23_57_15,None,1111000000010000100,BAD
2017-01-28_23_58_35,None,1111000000010000101,BAD
2017-01-28_23_59_56,None,1111000000010000110,BAD
2017-01-29_00_01_16,None,1111000000010000111,BAD
2017-01-29_00_02_36,None,1111000000010001000,BAD
2017-01-29_00_03_56,None,1111000000010001001,BAD
2017-01-29_00_05_16,None,1111000000010001010,BAD
2017-01-29_00_06_36,None,1111000000010001011,BAD
2017-01-29_00_07_56,None,1111000000010001100,BAD
2017-01-29_00_09_17,None,1111000000010001101,BAD
2017-01-29_00_10_37,None,1111000000010001110,BAD
2017-01-29_00_11_57,None,1111000000010001111,BAD
2017-01-29_00_13_17,None,1111000000010010000,BAD
2017-01-29_00_14_37,None,1111000000010010001,BAD
2017-01-29_00_15_57,None,1111000000010010010,BAD
2017-01-29_00_17_17,None,1111000000010010011,BAD
2017-01-29_00_18_37,None,1111000000010010100,BAD
2017-01-29_00_19_58,None,1111000000010010101,BAD
2017-01-29_00_21_18,None,1111000000010010110,BAD
2017-01-29_00_22_38,None,1111000000010010111,BAD
2017-01-29_00_23_58,None,1111000000010011000,BAD
2017-01-29_00_25_18,None,1111000000010011001,BAD
2017-01-29_00_26_38,None,1111000000010011010,BAD
2017-01-29_00_27_58,None,1111000000010011011,BAD
2017-01-29_00_29_18,None,1111000000010011100,BAD
2017-01-29_00_30_38,None,1111000000010011101,BAD
2017-01-29_00_31_59,None,1111000000010011110,BAD
2017-01-29_00_33_19,None,1111000000010011111,BAD
2017-01-29_00_34_39,None,1111000000010100000,BAD
2017-01-29_00_35_59,None,1111000000010100001,BAD
2017-01-29_00_37_19,None,1111000000010100010,BAD
2017-01-29_00_38_39,None,1111000000010100011,BAD
2017-01-29_00_39_59,None,1111000000010100100,BAD
2017-01-29_00_41_19,None,1111000000010100101,BAD
2017-01-29_00_42_40,None,1111000000010100110,BAD
2017-01-29_00_44_00,None,1111000000010100111,BAD
2017-01-29_00_45_20,None,1111000000010101000,BAD
2017-01-29_00_46_40,None,1111000000010101001,BAD
2017-01-29_00_48_00,None,1111000000010101010,BAD
2017-01-29_00_49_20,None,1111000000010101011,BAD
2017-01-29_00_50_40,None,1111000000010101100,BAD
2017-01-29_00_52_01,None,1111000000010101101,BAD
2017-01-29_00_53_21,None,1111000000010101110,BAD
2017-01-29_00_54_41,None,1111000000010101111,BAD
2017-01-29_00_56_01,None,1111000000010110000,BAD
2017-01-29_00_57_21,None,1111000000010110001,BAD
2017-01-29_00_58_41,None,1111000000010110010,BAD
2017-01-29_01_00_01,None,1111000000010110011,BAD
2017-01-29_01_01_22,None,1111000000010110100,BAD
2017-01-29_01_02_42,None,1111000000010110101,BAD
2017-01-29_01_04_02,None,1111000000010110110,BAD
2017-01-29_01_05_22,None,1111000000010110111,BAD
2017-01-29_01_06_42,None,1111000000010111000,BAD
2017-01-29_01_08_02,None,1111000000010111001,BAD
2017-01-29_01_09_23,None,1111000000010111010,BAD
2017-01-29_01_10_43,None,1111000000010111011,BAD
2017-01-29_01_12_03,None,1111000000010111100,BAD
2017-01-29_01_13_23,None,1111000000010111101,BAD
2017-01-29_01_14_43,None,1111000000010111110,BAD
2017-01-29_01_16_03,None,1111000000010111111,BAD
2017-01-29_01_17_23,None,1111000000011000000,BAD
2017-01-29_01_18_44,None,1111000000011000001,BAD
2017-01-29_01_20_04,None,1111000000011000010,BAD
2017-01-29_01_21_24,None,1111000000011000011,BAD
2017-01-29_01_22_44,None,1111000000011000100,BAD
2017-01-29_01_24_04,None,1111000000011000101,BAD
2017-01-29_01_25_24,None,1111000000011000110,BAD
2017-01-29_01_26_44,None,1111000000011000111,BAD
2017-01-29_01_28_05,None,1111000000011001000,BAD
2017-01-29_01_29_25,None,1111000000011001001,BAD
2017-01-29_01_30_45,None,1111000000011001010,BAD
2017-01-29_01_32_05,None,1111000000011001011,BAD
2017-01-29_01_33_25,None,1111000000011001100,BAD
2017-01-29_01_34_45,None,1111000000011001101,BAD
2017-01-29_01_36_05,None,1111000000011001110,BAD
2017-01-29_01_37_25,None,1111000000011001111,BAD
2017-01-29_01_38_46,None,1111000000011010000,BAD
2017-01-29_01_40_06,None,1111000000011010001,BAD
2017-01-29_01_41_26,None,1111000000011010010,BAD
2017-01-29_01_42_46,None,1111000000011010011,BAD
2017-01-29_01_44_06,None,1111000000011010100,BAD
2017-01-29_01_45_26,None,1111000000011010101,BAD
2017-01-29_01_46_46,None,1111000000011010110,BAD
2017-01-29_01_48_07,None,1111000000011010111,BAD
2017-01-29_01_49_27,None,1111000000011011000,BAD
2017-01-29_01_50_47,None,1111000000011011001,BAD
2017-01-29_01_52_07,None,1111000000011011010,BAD
2017-01-29_01_53_27,None,1111000000011011011,BAD
2017-01-29_01_54_47,None,1111000000011011100,BAD
2017-01-29_01_56_08,None,1111000000011011101,BAD
2017-01-29_01_57_28,None,1111000000011011110,BAD
2017-01-29_01_58_48,None,1111000000011011111,BAD
2017-01-29_02_00_08,None,1111000000011100000,BAD
2017-01-29_02_01_28,None,1111000000011100001,BAD
2017-01-29_02_02_49,None,1111000000011100010,BAD
2017-01-29_02_04_09,None,1111000000011100011,BAD
2017-01-29_02_05_29,None,1111000000011100100,BAD
2017-01-29_02_06_49,None,1111000000011100101,BAD
2017-01-29_02_08_09,None,1111000000011100110,BAD
2017-01-29_02_09_29,None,1111000000011100111,BAD
2017-01-29_02_10_49,None,1111000000011101000,BAD
2017-01-29_02_12_09,None,1111000000011101001,BAD
2017-01-29_02_13_30,None,1111000000011101010,BAD
2017-01-29_02_14_50,None,1111000000011101011,BAD
2017-01-29_02_16_10,None,1111000000011101100,BAD
2017-01-29_02_17_30,None,1111000000011101101,BAD
2017-01-29_02_18_50,None,1111000000011101110,BAD
2017-01-29_02_20_10,None,1111000000011101111,BAD
2017-01-29_02_21_30,None,1111000000011110000,BAD
2017-01-29_02_22_50,None,1111000000011110001,BAD
2017-01-29_02_24_11,None,1111000000011110010,BAD
2017-01-29_02_25_31,None,1111000000011110011,BAD
2017-01-29_02_26_51,None,1111000000011110100,BAD
2017-01-29_02_28_11,None,1111000000011110101,BAD
2017-01-29_02_29_31,None,1111000000011110110,BAD
2017-01-29_02_30_51,None,1111000000011110111,BAD
2017-01-29_02_32_12,None,1111000000011111000,BAD
2017-01-29_02_33_32,None,1111000000011111001,BAD
2017-01-29_02_34_52,None,1111000000011111010,BAD
2017-01-29_02_36_12,None,1111000000011111011,BAD
2017-01-29_02_37_32,None,1111000000011111100,BAD
2017-01-29_02_38_52,None,1111000000011111101,BAD
2017-01-29_02_40_12,None,1111000000011111110,BAD
2017-01-29_02_41_33,None,1111000000011111111,BAD
2017-01-29_02_42_53,None,1111000000100000000,BAD
2017-01-29_02_44_13,None,1111000000100000001,BAD
2017-01-29_02_45_33,None,1111000000100000010,BAD
2017-01-29_02_46_53,None,1111000000100000011,BAD
2017-01-29_02_48_13,None,1111000000100000100,BAD
2017-01-29_02_49_33,None,1111000000100000101,BAD
2017-01-29_02_50_53,None,1111000000100000110,BAD
2017-01-29_02_52_14,None,1111000000100000111,BAD
2017-01-29_02_53_34,None,1111000000100001000,BAD
2017-01-29_02_54_54,None,1111000000100001001,BAD
2017-01-29_02_56_14,None,1111000000100001010,BAD
2017-01-29_02_57_34,None,1111000000100001011,BAD
2017-01-29_02_58_54,None,1111000000100001100,BAD
2017-01-29_03_00_15,None,1111000000100001101,BAD
2017-01-29_03_01_35,None,1111000000100001110,BAD
2017-01-29_03_02_55,None,1111000000100001111,BAD
2017-01-29_03_04_15,None,1111000000100010000,BAD
2017-01-29_03_05_35,None,1111000000100010001,BAD
2017-01-29_03_06_55,None,1111000000100010010,BAD
2017-01-29_03_08_15,None,1111000000100010011,BAD
2017-01-29_03_09_35,None,1111000000100010100,BAD
2017-01-29_03_10_56,None,1111000000100010101,BAD
2017-01-29_03_12_16,None,1111000000100010110,BAD
2017-01-29_03_13_36,None,1111000000100010111,BAD
2017-01-29_03_14_56,None,1111000000100011000,BAD
2017-01-29_03_16_16,None,1111000000100011001,BAD
2017-01-29_03_17_36,None,1111000000100011010,BAD
2017-01-29_03_18_56,None,1111000000100011011,BAD
2017-01-29_03_20_16,None,1111000000100011100,BAD
2017-01-29_03_21_37,None,1111000000100011101,BAD
2017-01-29_03_22_57,None,1111000000100011110,BAD
2017-01-29_03_24_17,None,1111000000100011111,BAD
2017-01-29_03_25_37,None,1111000000100100000,BAD
2017-01-29_03_26_57,None,1111000000100100001,BAD
2017-01-29_03_28_17,None,1111000000100100010,BAD
2017-01-29_03_29_37,None,1111000000100100011,BAD
2017-01-29_03_30_57,None,1111000000100100100,BAD
2017-01-29_03_32_18,None,1111000000100100101,BAD
2017-01-29_03_33_38,None,1111000000100100110,BAD
2017-01-29_03_34_58,None,1111000000100100111,BAD
2017-01-29_03_36_18,None,1111000000100101000,BAD
2017-01-29_03_37_38,None,1111000000100101001,BAD
2017-01-29_03_38_58,None,1111000000100101010,BAD
2017-01-29_03_40_18,None,1111000000100101011,BAD
2017-01-29_03_41_39,None,1111000000100101100,BAD
2017-01-29_03_42_59,None,1111000000100101101,BAD
2017-01-29_03_44_19,None,1111000000100101110,BAD
2017-01-29_03_45_39,None,1111000000100101111,BAD
2017-01-29_03_46_59,None,1111000000100110000,BAD
2017-01-29_03_48_19,None,1111000000100110001,BAD
2017-01-29_03_49_40,None,1111000000100110010,BAD
2017-01-29_03_51_00,None,1111000000100110011,BAD
2017-01-29_03_52_20,None,1111000000100110100,BAD
2017-01-29_03_53_40,None,1111000000100110101,BAD
2017-01-29_03_55_00,None,1111000000100110110,BAD
2017-01-29_03_56_20,None,1111000000100110111,BAD
2017-01-29_03_57_40,None,1111000000100111000,BAD
2017-01-29_03_59_00,None,1111000000100111001,BAD
2017-01-29_04_00_21,None,1111000000100111010,BAD
2017-01-29_04_01_41,None,1111000000100111011,BAD
2017-01-29_04_03_01,None,1111000000100111100,BAD
2017-01-29_04_04_21,None,1111000000100111101,BAD
2017-01-29_04_05_41,None,1111000000100111110,BAD
2017-01-29_04_07_01,None,1111000000100111111,BAD
2017-01-29_04_08_21,None,1111000000101000000,BAD
2017-01-29_04_09_41,None,1111000000101000001,BAD
2017-01-29_04_11_01,None,1111000000101000010,BAD
2017-01-29_04_12_22,None,1111000000101000011,BAD
2017-01-29_04_13_42,None,1111000000101000100,BAD
2017-01-29_04_15_02,None,1111000000101000101,BAD
2017-01-29_04_16_22,None,1111000000101000110,BAD
2017-01-29_04_17_42,None,1111000000101000111,BAD
2017-01-29_04_19_02,None,1111000000101001000,BAD
2017-01-29_04_20_23,None,1111000000101001001,BAD
2017-01-29_04_21_43,None,1111000000101001010,BAD
2017-01-29_04_23_03,None,1111000000101001011,BAD
2017-01-29_04_24_23,None,1111000000101001100,BAD
2017-01-29_04_25_43,None,1111000000101001101,BAD
2017-01-29_04_27_03,None,1111000000101001110,BAD
2017-01-29_04_28_23,None,1111000000101001111,BAD
2017-01-29_04_29_43,None,1111000000101010000,BAD
2017-01-29_04_31_04,None,1111000000101010001,BAD
2017-01-29_04_32_24,None,1111000000101010010,BAD
2017-01-29_04_33_44,None,1111000000101010011,BAD
2017-01-29_04_35_04,None,1111000000101010100,BAD
2017-01-29_04_36_24,None,1111000000101010101,BAD
2017-01-29_04_37_44,None,1111000000101010110,BAD
2017-01-29_04_39_04,None,1111000000101010111,BAD
2017-01-29_04_40_25,None,1111000000101011000,BAD
2017-01-29_04_41_45,None,1111000000101011001,BAD
2017-01-29_04_43_05,None,1111000000101011010,BAD
2017-01-29_04_44_25,None,1111000000101011011,BAD
2017-01-29_04_45_45,None,1111000000101011100,BAD
2017-01-29_04_47_05,None,1111000000101011101,BAD
2017-01-29_04_48_25,None,1111000000101011110,BAD
2017-01-29_04_49_46,None,1111000000101011111,BAD
2017-01-29_04_51_06,None,1111000000101100000,BAD
2017-01-29_04_52_26,None,1111000000101100001,BAD
2017-01-29_04_53_46,None,1111000000101100010,BAD
2017-01-29_04_55_06,None,1111000000101100011,BAD
2017-01-29_04_56_26,None,1111000000101100100,BAD
2017-01-29_04_57_46,None,1111000000101100101,BAD
2017-01-29_04_59_07,1111000000101100110_2017-01-29_04_59_07_WebCam.jpg,1111000000101100110,OK
2017-01-29_05_00_27,None,1111000000101100111,BAD
2017-01-29_05_01_47,None,1111000000101101000,BAD
2017-01-29_05_03_07,None,1111000000101101001,BAD
2017-01-29_05_04_27,1111000000101101010_2017-01-29_05_04_27_WebCam.jpg,1111000000101101010,OK
2017-01-29_05_05_47,None,1111000000101101011,BAD
2017-01-29_05_07_08,None,1111000000101101100,BAD
2017-01-29_05_08_28,None,1111000000101101101,BAD
2017-01-29_05_09_48,None,1111000000101101110,BAD
2017-01-29_05_11_08,None,1111000000101101111,BAD
2017-01-29_05_12_28,None,1111000000101110000,BAD
2017-01-29_05_13_48,None,1111000000101110001,BAD
2017-01-29_05_15_08,None,1111000000101110010,BAD
2017-01-29_05_16_28,None,1111000000101110011,BAD
2017-01-29_05_17_49,None,1111000000101110100,BAD
2017-01-29_05_19_09,None,1111000000101110101,BAD
2017-01-29_05_20_29,None,1111000000101110110,BAD
2017-01-29_05_21_49,None,1111000000101110111,BAD
2017-01-29_05_23_09,None,1111000000101111000,BAD
2017-01-29_05_24_29,None,1111000000101111001,BAD
2017-01-29_05_25_49,None,1111000000101111010,BAD
2017-01-29_05_27_10,None,1111000000101111011,BAD
2017-01-29_05_28_30,1111000000101111100_2017-01-29_05_28_30_WebCam.jpg,1111000000101111100,OK
2017-01-29_05_29_50,None,1111000000101111101,BAD
2017-01-29_05_31_10,None,1111000000101111110,BAD
2017-01-29_05_32_30,None,1111000000101111111,BAD
2017-01-29_05_33_50,None,1111000000110000000,BAD
2017-01-29_05_35_10,None,1111000000110000001,BAD
2017-01-29_05_36_30,None,1111000000110000010,BAD
2017-01-29_05_37_51,None,1111000000110000011,BAD
2017-01-29_05_39_11,None,1111000000110000100,BAD
2017-01-29_05_40_31,None,1111000000110000101,BAD
2017-01-29_05_41_51,None,1111000000110000110,BAD
2017-01-29_05_43_11,None,1111000000110000111,BAD
2017-01-29_05_44_31,None,1111000000110001000,BAD
2017-01-29_05_45_51,None,1111000000110001001,BAD
2017-01-29_05_47_12,None,1111000000110001010,BAD
2017-01-29_05_48_32,None,1111000000110001011,BAD
2017-01-29_05_49_52,None,1111000000110001100,BAD
2017-01-29_05_51_12,None,1111000000110001101,BAD
2017-01-29_05_52_32,None,1111000000110001110,BAD
2017-01-29_05_53_52,None,1111000000110001111,BAD
2017-01-29_05_55_13,None,1111000000110010000,BAD
2017-01-29_05_56_33,None,1111000000110010001,BAD
2017-01-29_05_57_53,None,1111000000110010010,BAD
2017-01-29_05_59_13,None,1111000000110010011,BAD
2017-01-29_06_00_33,None,1111000000110010100,BAD
2017-01-29_06_01_53,None,1111000000110010101,BAD
2017-01-29_06_03_13,None,1111000000110010110,BAD
2017-01-29_06_04_33,None,1111000000110010111,BAD
2017-01-29_06_05_54,None,1111000000110011000,BAD
2017-01-29_06_07_14,None,1111000000110011001,BAD
2017-01-29_06_08_34,None,1111000000110011010,BAD
2017-01-29_06_09_54,None,1111000000110011011,BAD
2017-01-29_06_11_14,None,1111000000110011100,BAD
2017-01-29_06_12_35,None,1111000000110011101,BAD
2017-01-29_06_13_55,None,1111000000110011110,BAD
2017-01-29_06_15_15,None,1111000000110011111,BAD
2017-01-29_06_16_35,None,1111000000110100000,BAD
2017-01-29_06_17_55,None,1111000000110100001,BAD
2017-01-29_06_19_15,None,1111000000110100010,BAD
2017-01-29_06_20_35,None,1111000000110100011,BAD
2017-01-29_06_21_55,None,1111000000110100100,BAD
2017-01-29_06_23_16,None,1111000000110100101,BAD
2017-01-29_06_24_36,None,1111000000110100110,BAD
2017-01-29_06_25_56,None,1111000000110100111,BAD
2017-01-29_06_27_16,None,1111000000110101000,BAD
2017-01-29_06_28_36,None,1111000000110101001,BAD
2017-01-29_06_29_56,None,1111000000110101010,BAD
2017-01-29_06_31_17,None,1111000000110101011,BAD
2017-01-29_06_32_37,None,1111000000110101100,BAD
2017-01-29_06_33_57,None,1111000000110101101,BAD
2017-01-29_06_35_17,None,1111000000110101110,BAD
2017-01-29_06_36_37,None,1111000000110101111,BAD
2017-01-29_06_37_57,None,1111000000110110000,BAD
2017-01-29_06_39_18,None,1111000000110110001,BAD
2017-01-29_06_40_38,None,1111000000110110010,BAD
2017-01-29_06_41_58,None,1111000000110110011,BAD
2017-01-29_06_43_18,None,1111000000110110100,BAD
2017-01-29_06_44_38,None,1111000000110110101,BAD
2017-01-29_06_45_58,None,1111000000110110110,BAD
2017-01-29_06_47_18,None,1111000000110110111,BAD
2017-01-29_06_48_39,None,1111000000110111000,BAD
2017-01-29_06_49_59,None,1111000000110111001,BAD
2017-01-29_06_51_19,None,1111000000110111010,BAD
2017-01-29_06_52_39,None,1111000000110111011,BAD
2017-01-29_06_53_59,None,1111000000110111100,BAD
2017-01-29_06_55_19,None,1111000000110111101,BAD
2017-01-29_06_56_39,None,1111000000110111110,BAD
2017-01-29_06_58_00,None,1111000000110111111,BAD
2017-01-29_06_59_20,None,1111000000111000000,BAD
2017-01-29_07_00_40,None,1111000000111000001,BAD
2017-01-29_07_02_00,None,1111000000111000010,BAD
2017-01-29_07_03_20,None,1111000000111000011,BAD
2017-01-29_07_04_41,None,1111000000111000100,BAD
2017-01-29_07_06_01,None,1111000000111000101,BAD
2017-01-29_07_07_21,None,1111000000111000110,BAD
2017-01-29_07_08_41,None,1111000000111000111,BAD
2017-01-29_07_10_01,None,1111000000111001000,BAD
2017-01-29_07_11_21,None,1111000000111001001,BAD
2017-01-29_07_12_42,None,1111000000111001010,BAD
2017-01-29_07_14_02,None,1111000000111001011,BAD
2017-01-29_07_15_22,None,1111000000111001100,BAD
2017-01-29_07_16_42,None,1111000000111001101,BAD
2017-01-29_07_18_02,None,1111000000111001110,BAD
2017-01-29_07_19_22,None,1111000000111001111,BAD
2017-01-29_07_20_42,None,1111000000111010000,BAD
2017-01-29_07_22_03,None,1111000000111010001,BAD
2017-01-29_07_23_23,None,1111000000111010010,BAD
2017-01-29_07_24_43,None,1111000000111010011,BAD
2017-01-29_07_26_03,None,1111000000111010100,BAD
2017-01-29_07_27_23,None,1111000000111010101,BAD
2017-01-29_07_28_43,None,1111000000111010110,BAD
2017-01-29_07_30_03,None,1111000000111010111,BAD
2017-01-29_07_31_23,None,1111000000111011000,BAD
2017-01-29_07_32_44,None,1111000000111011001,BAD
2017-01-29_07_34_04,None,1111000000111011010,BAD
2017-01-29_07_35_24,None,1111000000111011011,BAD
2017-01-29_07_36_44,None,1111000000111011100,BAD
2017-01-29_07_38_04,None,1111000000111011101,BAD
2017-01-29_07_39_24,None,1111000000111011110,BAD
2017-01-29_07_40_45,None,1111000000111011111,BAD
2017-01-29_07_42_05,None,1111000000111100000,BAD
2017-01-29_07_43_25,None,1111000000111100001,BAD
2017-01-29_07_44_45,None,1111000000111100010,BAD
2017-01-29_07_46_05,None,1111000000111100011,BAD
2017-01-29_07_47_25,None,1111000000111100100,BAD
2017-01-29_07_48_46,None,1111000000111100101,BAD
2017-01-29_07_50_06,None,1111000000111100110,BAD
2017-01-29_07_51_26,None,1111000000111100111,BAD
2017-01-29_07_52_46,None,1111000000111101000,BAD
2017-01-29_07_54_06,None,1111000000111101001,BAD
2017-01-29_07_55_26,None,1111000000111101010,BAD
2017-01-29_07_56_46,None,1111000000111101011,BAD
2017-01-29_07_58_07,None,1111000000111101100,BAD
2017-01-29_07_59_27,None,1111000000111101101,BAD
2017-01-29_08_00_47,None,1111000000111101110,BAD
2017-01-29_08_02_07,None,1111000000111101111,BAD
2017-01-29_08_03_27,None,1111000000111110000,BAD
2017-01-29_08_04_47,None,1111000000111110001,BAD
2017-01-29_08_06_07,None,1111000000111110010,BAD
2017-01-29_08_07_28,None,1111000000111110011,BAD
2017-01-29_08_08_48,None,1111000000111110100,BAD
2017-01-29_08_10_08,None,1111000000111110101,BAD
2017-01-29_08_11_28,None,1111000000111110110,BAD
2017-01-29_08_12_48,None,1111000000111110111,BAD
2017-01-29_08_14_08,None,1111000000111111000,BAD
2017-01-29_08_15_28,None,1111000000111111001,BAD
2017-01-29_08_16_49,None,1111000000111111010,BAD
2017-01-29_08_18_09,None,1111000000111111011,BAD
2017-01-29_08_19_29,None,1111000000111111100,BAD
2017-01-29_08_20_49,None,1111000000111111101,BAD
2017-01-29_08_22_09,None,1111000000111111110,BAD
2017-01-29_08_23_30,None,1111000000111111111,BAD
2017-01-29_08_24_50,None,1111000001000000000,BAD
